51.7530069,-1.31176103
,
51.78193389,-1.26409341
,
51.72938358,-1.2775873
,
51.74378811,-1.31366145
,
51.77442232,-1.30820319
,
51.78016506,-1.27446417
,
51.74786685,-1.30487701
,
51.76710233,-1.29389162
,
51.73791864,-1.30530993
,
51.76181286,-1.2552739
,
51.75491718,-1.28799519
,
51.73482658,-1.27651891
,
51.716981,-1.27464816
,
51.78436586,-1.26957527
,
51.76221599,-1.30311536
,
51.73732587,-1.26883165
,
51.72346255,-1.30284644
,
51.74821848,-1.32211309
,
51.73921231,-1.30181684
,
51.74000081,-1.25707436
,
51.77089976,-1.26337137
,
51.76157517,-1.3068063
,
51.77901032,-1.28182544
,
51.74747548,-1.27001423
,
51.75579019,-1.29830782
,
51.73147961,-1.29418391
,
51.72868761,-1.26797763
,
51.77298121,-1.31365587
,
51.72359533,-1.26112536
,
51.77846542,-1.2855019
,
51.75384578,-1.30878428
,
51.72099378,-1.3088216
,
51.75974095,-1.25208839
,
51.73115603,-1.30401048
,
51.77072558,-1.31575284
,
51.7604377,-1.31050292
,
51.7314524,-1.30439448
,
51.72438883,-1.30732038
,
51.7287886,-1.30904624
,
51.72230402,-1.29495176
,
51.74583695,-1.3123815
,
51.75367488,-1.29046523
,
51.746005,-1.28634634
,
51.76105598,-1.2690947
,
51.73644001,-1.26140982
,
51.75196608,-1.3279899
,
51.76756193,-1.25710102
,
51.72076276,-1.29660846
,
51.74136527,-1.30211705
,
51.78478895,-1.27874243
,
51.73727939,-1.28254393
,
51.78643103,-1.29280571
,
51.78433926,-1.26725904
,
51.72695821,-1.31189239
,
51.74919511,-1.3188052
,
51.77894688,-1.29991181
,
51.74614227,-1.28802872
,
51.72403245,-1.27555302
,
51.78434699,-1.27783115
,
51.77803755,-1.31253188
,
51.74904654,-1.28891496
,
51.72105354,-1.28152778
,
51.72996314,-1.27151115
,
51.72802469,-1.29622666
,
51.75716486,-1.29091007
,
51.75618615,-1.25774016
,
51.77005841,-1.27356498
,
51.78825024,-1.28727479
,
51.76831629,-1.27993616
,
51.78760312,-1.28616429
,
51.76263411,-1.27782632
,
51.74763425,-1.25652238
,
51.7534437,-1.31446945
,
51.76800798,-1.31301977
,
51.72887944,-1.31630212
,
51.7823157,-1.26744621
,
51.76228398,-1.29027244
,
51.74980775,-1.28785328
,
51.74291242,-1.29431621
,
51.73124085,-1.31397857
,
51.77496924,-1.25870068
,
51.78210199,-1.30433585
,
51.72192319,-1.27080208
,
51.72583773,-1.26899456
,
51.76424095,-1.26552994
,
51.7674705,-1.26878701
,
51.75196628,-1.30754996
,
51.74533885,-1.28474972
,
51.78309817,-1.2663259
,
51.74073443,-1.3018242
,
51.71538149,-1.2765594
,
51.77749672,-1.28682962
,
51.7865215,-1.27682402
,
51.71817645,-1.2995204
,
51.74132862,-1.2754398
,
51.73433689,-1.28034705
,
51.7271203,-1.27341081
,
51.74565343,-1.25345179
,
51.74593376,-1.31347929
,
51.76581788,-1.26744753
,
51.77309945,-1.27616891
,
51.76161093,-1.30144459
,
